title,genre,artists,song_desc,youtube_url
Quantum,Progressive House,"Martin Garrix, Brooks","An instrumental electronic dance track in F# minor at 128 BPM, featuring a driving 4/4 rhythm, energetic build-ups, and an infectious drop, characterized by dynamic sub-bass and soaring synths, creating an electrifying atmosphere reminiscent of classic festival anthems.; stacked synth stabs; airy pads; tension‑release risers; drop–breakdown–build sequence",https://www.youtube.com/watch?v=1VcFFvqQV8g
Reboot,Progressive House,"Martin Garrix, Vluarr","A 126 BPM instrumental track in F# major, featuring a 4/4 time signature and lasting 2 minutes and 43 seconds, blending melodic elements with bass house influences, highlighted by flute motifs and vocal chops, creating an elegant yet energetic atmosphere.; 4/4 kick; syncopated hi‑hats; rolling bassline; sidechain pump",https://www.youtube.com/watch?v=Zv_axdInw_o
Good Morning,Progressive House,"Martin Garrix, Matisse & Sadko","High-energy electro house track with aggressive, gritty lead and explosive drop; used as opening track in live sets at Ultra Music Festival and Lollapalooza festivals in Chile, Argentina, and Brazil; part of 's debut club album 'Sentio'; released on April 12, 2022; collaboration with; no lyrics; available on streaming platforms.",https://www.youtube.com/watch?v=c4dGB8p_8v4
Peace Of Mind,Progressive House,"Martin Garrix, Citadelle","A 2:28 house track in B minor at 101 BPM, featuring rich electronic synths, pulsating beats, groovy pads, and cinematic sound design, blending melodic and progressive house elements with introspective themes of nostalgia and emotional vulnerability.; club‑mix master; low‑end sub‑bass; transient‑tight claps; stereo vocal chops",https://www.youtube.com/watch?v=8KtnWb8RAro
MAD,Pop/Electronic,"Martin Garrix, Lauv","Upbeat dance-pop track blends clean guitar licks with signature synth hooks, featuring 's emotive vocals over Garrix's anthemic production. Lyrically, it delves into intense romantic longing and frustration, capturing the dual chaos and clarity of wanting someone too much. The accompanying music video, filmed in Las Vegas, mirrors the song's emotional tension and release through sleek visual storytelling.",https://www.youtube.com/watch?v=LvUtS-btnyU
Follow,Progressive House,"Martin Garrix, Zedd","High-energy electronic dance track with a tempo of 128 BPM, in C minor key, 4/4 time signature, and duration of 3:41 minutes. Features a dynamic piano intro, evolving into a textured synth-driven refrain, leading to a four-on-the-floor drop. Incorporates sultry vocals by Emily Warren, adding depth to the composition. Celebrated for its nostalgic yet contemporary sound, blending Garrix and 's signature styles. Released on March 25, 2022, via STMPD RCRDS. martingarrix.eu",https://www.youtube.com/watch?v=SpIgOm5vFkE
Super Shy,K-Pop/Pop,NewJeans,"Upbeat 2:34 track blends liquid drum and bass, bubblegum pop, Jersey club; staccato kick drum pattern; airy falsetto vocals; skittering percussion; atmospheric synths; funkier synth textures; reminiscent of 1990s/2000s pop and R&B; themes of youthful possibility; inspired by Powerpuff Girls; music video features Lisbon flash mob; choreography includes waacking; members' outfits blend Y2K nostalgia with modern trends; received critical acclaim; ranked 13th on Pitchfork's 'Top 100 Songs of the",https://www.youtube.com/watch?v=cQY5brXxEig
ETA,K-Pop,NewJeans,"Upbeat Baltimore club track blending funky, choppy air horns and scurried drum breaks with mellow melodies; features distorted brass loops and energetic synths; 2:31 duration; shot entirely on iPhone 14 Pro in Barcelona; music video portrays exposing friend's boyfriend as cheater; explores themes of rumor spread and its consequences; received accolades including Best K-pop Song of 2023 by Business Insider.",https://www.youtube.com/watch?v=2u_kncwzJ5Y
Hype Boy,K-Pop/Pop,NewJeans,"A 2:59 track in E minor at 100 BPM, blending future bass, bubblegum pop, and synth-pop with 1990s R&B and electronic influences. Features pulsing synthesizers, distorted instrumentals, and moombahton rhythms. Vocals are unmanipulated, with a dreamy, hazy atmosphere. Notable for its nostalgic production and catchy chorus, it received critical acclaim and achieved significant chart success. The performance video surpassed 200 million views on YouTube.",https://www.youtube.com/watch?v=T--6HBX2K4g
Ditto,Alt Pop,NewJeans,"A 3:05 track in 4/4 time at 130 BPM, blending Baltimore club with house, breakbeat, and UK garage influences. Features atmospheric synth pads, soft 808-driven beats, syncopated rhythms, low bassline, and occasional hi-hats. Vocals are ethereal and harmonized, creating a dreamy, wintry atmosphere. Lyrically, it explores unspoken feelings and longing, with themes of nostalgia and unrequited love. The accompanying music video, shot in Daegu, South Korea, depicts high-school students recording",https://www.youtube.com/watch?v=5emU4TSPxc8
OMG,K-Pop/Pop,NewJeans,"A 3:32 track in F major at 127 BPM, blending R&B, hip-hop, and pop, featuring plucked staccato synths, skittering cowbells, layered percussion, and vocal harmonies. The song's lyrics, penned by group member Hanni, Gigi, and Ylva Dimberg, explore themes of young love and one-sided affection. The music video, directed by Shin Woo-seok, references Park Chan-wook's 2006 film ""I'm a Cyborg, But That's OK, "" depicting members in a mental hospital with delusions, connecting to ""Ditto"" through shared",https://www.youtube.com/watch?v=mMRddwYFW8A
Attention,K-Pop/R&B,NewJeans,"A 2:58 debut single blending R&B and pop with late '90s to early 2000s influences, featuring dynamic key changes between major and minor chords, minimal instrumentation, and rhythmic elements reminiscent of new jack swing and house music; vocals harmonize in airy falsetto, with chimes and applause samples enhancing the groove; lyrics express youthful infatuation and desire for .",https://www.youtube.com/watch?v=o8RkbHv2_a0
Cool With You,K-Pop/R&B,NewJeans,"A 2:27 track blending UK garage rhythms with bedroom pop, featuring syncopated programmed drums, warm sub-bass, and airy falsetto harmonies. Its minimalist structure and repetitive motifs create a hypnotic atmosphere, inviting listeners into a dreamy soundscape. The accompanying music video, shot in Barcelona, reimagines the myth of Cupid and Psyche, adding a visual layer to the song's ethereal vibe.",https://www.youtube.com/watch?v=OWOa8wXjSYw
Cookie,K-Pop/Pop,NewJeans,"A 3:55 pop-R&B track in C major at 157 BPM, featuring airy falsetto vocals, warm synths, faint 808s, and a wobbling bassline. The bridge introduces Jersey club elements, adding a playful, hopscotching rhythm. The song's minimalistic production and subtle hooks create a laid-back, cutesy atmosphere. Lyrically, it employs """" as a metaphor for a sweet gesture, though some listeners have noted potential double entendres.",https://www.youtube.com/watch?v=1pUCsbK35JA
Hurt,K-Pop/Pop,NewJeans,"Slow-tempo R&B track in C minor, 4/4 time, approximately 70 BPM; features groovy drum beats, smooth synths, and soft, harmonized vocals with a cappella-like chorus; minimalist production creates intimate atmosphere; introspective lyrics explore emotional vulnerability and self-protection in relationships; received praise for vocal performance and emotional depth, though some critics noted repetitive melody and lack of dynamic variation.",https://www.youtube.com/watch?v=qoK934-VghI
ASAP,K-Pop/Pop,NewJeans,"Upbeat pop track with syncopated synths, bubbly percussion, and ticking clock motif; features airy harmonies and conversational vocals; Euro-pop influences; 2:14 duration; rhythmic synths; conversational vocals; catchy melody; playful lyrics; energetic mood; released July 21, 2023.; mid‑tempo groove; bright acoustic elements; soft saturation on bus",https://www.youtube.com/watch?v=1gqypGFMuQ0
New Jeans,K-Pop/Pop,NewJeans,"A 1:48 track blending UK garage, Jersey club, jungle, and drum and bass, featuring fluttering harps and staccato kick drums; lyrics reflect members' awareness of public attention, referencing OutKast's ""So Fresh, So Clean""; music video showcases animated transformations reminiscent of 'The Powerpuff Girls'; received praise for innovative production and as EP's mission statement.",https://www.youtube.com/watch?v=6OMfjwK3X44
Zero,K-Pop/EDM,NewJeans,"Upbeat 2:34 track blends pop, R&B, Jersey club rhythms; features catchy, repetitive chorus with Korean nursery rhyme elements; production praised for innovative verses; received mixed reactions due to overt product placement; topped Genie Music chart; reminiscent of BIGBANG x 2NE1's ""Lollipop""",https://www.youtube.com/watch?v=zeOm8-t42aQ
Bubble Gum,K-Pop/Pop,NewJeans,"A 3:20 pop-R&B track in C major at 104 BPM, featuring airy falsetto vocals, gentle guitar strums, jazzy flute accents, and fizzy synths, evoking 1980s city pop nostalgia. Its breezy, retro vibe complements visuals of carefree beach outings and playful activities. The song's light, ethereal quality has been compared to a hazy dream, blending modern pop with nostalgic elements.",https://www.youtube.com/watch?v=Zqdbsz4M3-M
How Sweet,K-Pop/Pop,NewJeans,"A 3:39 Miami bass-influenced electropop track with a tempo of 90 BPM, featuring airy vocals, laser sound effects, and a consistent groove. Critics note its repetitive melody and lack of compelling harmony, with some finding it suitable as background music. The song's production is described as punchy yet laid-back, echoing late-90s/early-00s R&B, but some listeners feel it lacks the innovation of previous releases.",https://www.youtube.com/watch?v=iR2Uq2LINyU
Supernatural,K-Pop/Disco,NewJeans,"Mid-tempo track in new jack swing style, blending smooth city pop vibes with funk-infused percussion; features chopped vocals reminiscent of 1980s classics; incorporates live bass, airy synths, and orchestra-hit keyboard sounds; includes interpolation of 2009's ""Back of My Mind"" by Manami and Pharrell Williams; lyrics in Japanese, Korean, and English; music video showcases retro city pop aesthetics with lively choreography; first Japanese song to enter Melon's Top 10 chart.",https://www.youtube.com/watch?v=cT9wIINtBwA
Right Now,K-Pop/Pop,NewJeans,"Upbeat track features bouncy vocals over drum and bass beat, blending Korean, English, and Japanese lyrics. Music video combines live-action and animation, featuring Powerpuff Girls and Takashi Murakami's art. Released as prelude to Japanese debut album ""Supernatural, "" setting stage for upcoming fan meeting at Tokyo Dome.",https://www.youtube.com/watch?v=uNN2lN7M7cA
Our Night is more beautiful than your Day,K-Pop/Pop,NewJeans,"A reimagined 1996 classic, this track features a dreamy, tropical atmosphere with mellow synths and minimal beats, arranged by producer 250. Set in A# major at 105 BPM, it maintains a 4/4 time signature and lasts 3 minutes and 12 seconds. The song's ethereal vibe complements the fantasy romantic comedy ""My Demon, "" enhancing its whimsical and romantic themes.",https://www.youtube.com/watch?v=Y05hAmZp_mI
